FirstName,LastName,ProductName,Price,Quantity,TotalPrice,OrderDate
Hüseyin,Demir,Kıymalı Börek,146.01,6,876.06,2024-03-30
Emine,Aydın,Tereyağlı Kurabiye,400.13,7,2800.91,2024-01-26
Murat,Aydın,Kuru Pasta,376.75,3,1130.25,2024-05-16
Onur,Aydın,Yaş Pasta,189.1,3,567.3,2024-06-12
Murat,Kara,Sarma,484.61,8,3876.88,2024-08-13
Onur,Güneş,Tam Buğday Ekmeği,133.15,8,1065.2,2024-05-01
Selin,Demir,Sarma,187.25,10,1872.5,2024-03-08
Hatice,Güneş,Peynirli Börek,234.61,5,1173.05,2024-03-24
Hatice,Taş,Baklava,17.83,10,178.3,2024-09-21
Onur,Öztürk,Çikolatalı Kurabiye,471.91,3,1415.73,2024-04-03
Hatice,Aksoy,Pastane Kurabiyesi,233.88,4,935.52,2024-02-24
Elif,Öztürk,Çikolatalı Pasta,458.86,4,1835.44,2024-06-28
Hüseyin,Doğan,Çikolatalı Pasta,139.74,6,838.44,2024-03-27
Rabia,Tekin,Köy Ekmeği,464.71,2,929.42,2024-01-02
Rabia,Doğan,Tam Buğday Ekmeği,283.76,5,1418.8,2024-06-07
Mehmet,Öztürk,Sarma,470.44,10,4704.4,2024-05-07
Ahmet,Arslan,Su Böreği,137.78,9,1240.02,2024-01-23
Ayşe,Çelik,Patatesli Börek,301.46,8,2411.68,2024-08-03
Onur,Kara,Kuru Pasta,141.86,1,141.86,2024-02-23
Mehmet,Taş,Tereyağlı Kurabiye,325.6,4,1302.4,2024-01-07
Ahmet,Kılıç,Kazandibi,441.05,8,3528.4,2024-03-26
Mehmet,Yıldız,Sarma,499.0,1,499.0,2024-01-18
Hasan,Tekin,Simit,186.33,7,1304.31,2024-08-18
Onur,Tekin,Pastane Kurabiyesi,295.46,2,590.92,2024-09-05
Aslı,Çelik,Sarma,243.73,8,1949.84,2024-09-02
Hasan,Öztürk,Simit,421.66,7,2951.62,2024-02-05
Fatma,Koç,Çikolatalı Pasta,128.1,3,384.3,2024-08-17
Mehmet,Öztürk,Köy Ekmeği,455.4,7,3187.8,2024-08-15
Hatice,Aksoy,Poğaça,389.98,1,389.98,2024-04-19
Onur,Yavuz,Meyveli Pasta,203.17,6,1219.02,2024-02-10
Mehmet,Demir,Peynirli Börek,428.34,9,3855.06,2024-01-17
Ahmet,Yavuz,Revani,69.75,7,488.25,2024-03-08
Kemal,Polat,Kazandibi,181.43,6,1088.58,2024-09-20
Ali,Aksoy,Pastane Kurabiyesi,90.54,5,452.7,2024-09-09
Emine,Şahin,Tam Buğday Ekmeği,253.86,9,2284.74,2024-03-15
Hüseyin,Polat,Baklava,89.23,8,713.84,2024-08-12
Serkan,Yıldız,Kuru Pasta,186.55,1,186.55,2024-03-20
Zeynep,Aksoy,Çikolatalı Kurabiye,127.42,6,764.52,2024-09-25
Fatma,Şahin,Kıymalı Börek,100.3,3,300.9,2024-07-25
Selin,Yıldız,Patatesli Börek,55.12,6,330.72,2024-08-12
Hatice,Koç,Poğaça,133.51,8,1068.08,2024-05-12
Kemal,Koç,Kıymalı Börek,306.23,8,2449.84,2024-02-18
Yusuf,Taş,Meyveli Pasta,245.97,1,245.97,2024-05-02
Hatice,Aksoy,Yaş Pasta,459.11,2,918.22,2024-03-10
Murat,Taş,Çavdar Ekmeği,164.2,9,1477.8,2024-04-13
Hatice,Yılmaz,Peynirli Börek,46.1,5,230.5,2024-07-25
Elif,Tekin,Su Böreği,265.49,5,1327.45,2024-05-18
Onur,Aksoy,Pastane Kurabiyesi,352.13,4,1408.52,2024-06-18
Rabia,Yılmaz,Baklava,174.21,8,1393.68,2024-09-02
Ayşe,Yılmaz,Kadayıf,403.77,8,3230.16,2024-04-23
Selin,Özkan,Revani,370.43,3,1111.29,2024-09-01
Yusuf,Özkan,Simit,379.94,2,759.88,2024-05-02
Selin,Tekin,Tereyağlı Kurabiye,420.51,1,420.51,2024-09-07
Murat,Demir,Kazandibi,280.93,5,1404.65,2024-01-25
Ali,Öztürk,Yaş Pasta,203.9,10,2039.0,2024-02-16
Rabia,Çelik,Sütlaç,85.94,2,171.88,2024-09-08
Elif,Aydın,Patatesli Börek,77.67,3,233.01,2024-03-11
Fatma,Tekin,Çavdar Ekmeği,268.47,8,2147.76,2024-05-12
Fatma,Tekin,Çavdar Ekmeği,189.12,7,1323.84,2024-09-08
Murat,Tekin,Baklava,49.94,2,99.88,2024-07-23
Hüseyin,Demir,Sarma,369.65,6,2217.9,2024-09-19
Hüseyin,Tekin,Revani,394.46,3,1183.38,2024-08-03
Murat,Kara,Meyveli Pasta,69.84,8,558.72,2024-09-15
Onur,Aksoy,Patatesli Börek,206.54,4,826.16,2024-02-09
Hasan,Yılmaz,Çavdar Ekmeği,38.31,3,114.93,2024-08-22
Rabia,Taş,Sarma,293.31,5,1466.55,2024-08-22
Ali,Öztürk,Peynirli Börek,125.61,8,1004.88,2024-05-31
Rabia,Doğan,Sarma,237.0,5,1185.0,2024-06-29
Ayşe,Özkan,Kuru Pasta,226.79,4,907.16,2024-04-11
Rabia,Koç,Köy Ekmeği,283.97,1,283.97,2024-08-09
Cem,Koç,Patatesli Börek,168.69,2,337.38,2024-02-04
Ayşe,Özkan,Sarma,383.27,10,3832.7,2024-08-12
Murat,Demir,Patatesli Börek,390.2,6,2341.2,2024-05-09
Aslı,Arslan,Meyveli Pasta,58.48,8,467.84,2024-06-17
Ahmet,Arslan,Kazandibi,27.96,10,279.6,2024-06-26
Ahmet,Yılmaz,Sarma,68.61,4,274.44,2024-01-14
Hasan,Polat,Patatesli Börek,176.32,6,1057.92,2024-03-10
Mehmet,Kılıç,Kuru Pasta,194.62,7,1362.34,2024-01-25
Ahmet,Aksoy,Sarma,45.91,2,91.82,2024-06-02
Zeynep,Özkan,Kadayıf,397.38,4,1589.52,2024-03-21
Cem,Şahin,Simit,53.26,1,53.26,2024-07-23
Onur,Taş,Peynirli Börek,316.13,2,632.26,2024-05-18
Ayşe,Kılıç,Ispanaklı Börek,373.76,7,2616.32,2024-09-15
Ali,Öztürk,Açma,90.08,3,270.24,2024-07-16
Hüseyin,Öztürk,Kadayıf,331.59,1,331.59,2024-02-19
Ayşe,Doğan,Sarma,306.75,10,3067.5,2024-03-05
Elif,Koç,Patatesli Börek,308.48,7,2159.36,2024-01-15
Selin,Öztürk,Açma,213.91,8,1711.28,2024-03-18
Ali,Koç,Karamelli Pasta,273.04,6,1638.24,2024-02-03
Serkan,Kara,Baklava,281.79,5,1408.95,2024-09-12
Murat,Öztürk,Meyveli Pasta,73.2,10,732.0,2024-07-26
Ayşe,Doğan,Yaş Pasta,313.64,10,3136.4,2024-05-16
Hasan,Polat,Karamelli Pasta,333.06,1,333.06,2024-09-11
Hasan,Yılmaz,Çikolatalı Kurabiye,420.72,8,3365.76,2024-02-02
Yusuf,Erdoğan,Pastane Kurabiyesi,132.06,3,396.18,2024-08-26
Fatma,Arslan,Ispanaklı Börek,98.67,3,296.01,2024-07-02
Zeynep,Özkan,Simit,356.57,2,713.14,2024-02-23
Emine,Arslan,Kadayıf,69.72,5,348.6,2024-05-08
Hasan,Yavuz,Açma,239.09,2,478.18,2024-04-01
Emine,Kara,Poğaça,289.62,1,289.62,2024-06-11
Ali,Öztürk,Baklava,297.97,8,2383.76,2024-07-26
Elif,Yıldız,Ispanaklı Börek,66.83,4,267.32,2024-05-26
Hasan,Koç,Açma,417.32,9,3755.88,2024-09-16
Aslı,Öztürk,Poğaça,483.6,4,1934.4,2024-09-06
Onur,Öztürk,Sarma,248.78,7,1741.46,2024-04-21
Selin,Yavuz,Meyveli Pasta,282.74,8,2261.92,2024-06-18
Ayşe,Güneş,Çikolatalı Kurabiye,159.9,9,1439.1,2024-07-28
Hüseyin,Yavuz,Patatesli Börek,404.11,2,808.22,2024-02-10
Ayşe,Yavuz,Su Böreği,429.42,7,3005.94,2024-04-10
Fatma,Çelik,Kuru Pasta,355.89,6,2135.34,2024-08-08
Ali,Tekin,Kadayıf,422.6,6,2535.6,2024-06-13
Onur,Tekin,Kazandibi,193.54,5,967.7,2024-05-15
Fatma,Şahin,Sarma,92.04,4,368.16,2024-05-17
Zeynep,Erdoğan,Su Böreği,172.77,9,1554.93,2024-02-24
Yusuf,Şahin,Peynirli Börek,468.28,9,4214.52,2024-01-25
Zeynep,Yılmaz,Çikolatalı Kurabiye,226.67,5,1133.35,2024-08-15
Serkan,Şahin,Su Böreği,267.75,3,803.25,2024-01-20
Selin,Erdoğan,Revani,236.46,4,945.84,2024-07-31
Murat,Çelik,Köy Ekmeği,42.9,1,42.9,2024-08-28
Fatma,Arslan,Poğaça,124.87,3,374.61,2024-09-26
Serkan,Polat,Sütlaç,395.08,8,3160.64,2024-01-07
Ayşe,Öztürk,Simit,136.48,3,409.44,2024-03-11
Ahmet,Güneş,Kadayıf,389.24,7,2724.68,2024-01-26
Mehmet,Şahin,Sarma,54.79,4,219.16,2024-06-17
Yusuf,Aydın,Açma,376.19,8,3009.52,2024-09-02
Onur,Taş,Kazandibi,33.4,2,66.8,2024-07-27
Aslı,Kara,Pastane Kurabiyesi,119.29,2,238.58,2024-07-29
Ahmet,Arslan,Şöbiyet,358.82,5,1794.1,2024-03-18
Zeynep,Kılıç,Kıymalı Börek,487.61,7,3413.27,2024-02-29
Aslı,Yılmaz,Peynirli Börek,179.62,9,1616.58,2024-06-18
Mehmet,Erdoğan,Kazandibi,474.55,5,2372.75,2024-02-27
Selin,Taş,Karamelli Pasta,162.43,1,162.43,2024-03-10
Selin,Tekin,Köy Ekmeği,202.17,10,2021.7,2024-01-10
Fatma,Şahin,Köy Ekmeği,190.55,8,1524.4,2024-05-31
Aslı,Arslan,Çavdar Ekmeği,304.3,10,3043.0,2024-07-15
Onur,Arslan,Pastane Kurabiyesi,74.84,1,74.84,2024-09-05
Selin,Doğan,Baklava,267.22,1,267.22,2024-01-06
Ayşe,Çelik,Sarma,300.44,4,1201.76,2024-07-19
Rabia,Polat,Çavdar Ekmeği,200.18,7,1401.26,2024-06-29
Yusuf,Yavuz,Pastane Kurabiyesi,86.02,5,430.1,2024-06-10
Onur,Özkan,Karamelli Pasta,281.31,10,2813.1,2024-08-06
Serkan,Aksoy,Patatesli Börek,296.99,2,593.98,2024-07-07
Ahmet,Doğan,Ispanaklı Börek,462.05,6,2772.3,2024-02-15
Hüseyin,Kılıç,Baklava,396.0,6,2376.0,2024-01-17
Fatma,Öztürk,Kıymalı Börek,299.55,9,2695.95,2024-02-01
Hatice,Güneş,Sütlaç,442.21,3,1326.63,2024-01-29
Murat,Tekin,Şöbiyet,361.24,2,722.48,2024-07-19
Murat,Çelik,Sütlaç,131.96,9,1187.64,2024-06-24
Onur,Doğan,Kazandibi,321.01,4,1284.04,2024-01-16
Zeynep,Aydın,Sarma,70.09,6,420.54,2024-08-12
Rabia,Doğan,Kuru Pasta,188.76,10,1887.6,2024-03-08
Ali,Güneş,Su Böreği,290.04,1,290.04,2024-09-26
Rabia,Yılmaz,Peynirli Börek,452.11,8,3616.88,2024-01-07
Hasan,Aydın,Tereyağlı Kurabiye,65.23,7,456.61,2024-03-26
Hasan,Yıldız,Pastane Kurabiyesi,171.19,2,342.38,2024-09-03
Zeynep,Özkan,Çikolatalı Kurabiye,207.19,1,207.19,2024-03-31
Ayşe,Polat,Açma,212.0,7,1484.0,2024-05-20
Rabia,Aksoy,Sarma,419.9,9,3779.1,2024-02-03
Onur,Doğan,Revani,47.13,9,424.17,2024-04-25
Hatice,Şahin,Kuru Pasta,45.33,5,226.65,2024-09-20
Hasan,Polat,Kadayıf,62.82,6,376.92,2024-06-27
Ayşe,Kara,Açma,130.05,4,520.2,2024-08-17
Serkan,Demir,Tereyağlı Kurabiye,243.03,8,1944.24,2024-06-27
Fatma,Öztürk,Meyveli Pasta,244.92,6,1469.52,2024-03-01
Selin,Arslan,Tereyağlı Kurabiye,186.05,4,744.2,2024-02-17
Hatice,Güneş,Revani,223.32,10,2233.2,2024-03-14
Ahmet,Yıldız,Tam Buğday Ekmeği,109.76,3,329.28,2024-02-13
Hüseyin,Taş,Su Böreği,360.92,1,360.92,2024-03-15
Cem,Özkan,Sarma,15.87,7,111.09,2024-01-02
Elif,Doğan,Köy Ekmeği,16.57,9,149.13,2024-05-14
Ahmet,Güneş,Tereyağlı Kurabiye,263.91,10,2639.1,2024-02-24
Rabia,Yavuz,Simit,201.5,7,1410.5,2024-01-11
Aslı,Kılıç,Kuru Pasta,162.42,2,324.84,2024-07-21
Murat,Kara,Poğaça,357.51,4,1430.04,2024-03-15
Serkan,Çelik,Poğaça,377.77,8,3022.16,2024-07-15
Hatice,Kılıç,Köy Ekmeği,476.31,5,2381.55,2024-04-05
Hasan,Aydın,Sarma,143.51,8,1148.08,2024-01-11
Mehmet,Taş,Şöbiyet,499.65,3,1498.95,2024-01-27
Onur,Aksoy,Kazandibi,181.75,9,1635.75,2024-09-24
Rabia,Aydın,Simit,453.73,6,2722.38,2024-09-28
Emine,Öztürk,Tereyağlı Kurabiye,467.13,4,1868.52,2024-03-30
Fatma,Öztürk,Baklava,317.97,4,1271.88,2024-02-15
Hasan,Doğan,Çavdar Ekmeği,193.65,8,1549.2,2024-01-16
Fatma,Şahin,Kıymalı Börek,346.31,9,3116.79,2024-05-01
Yusuf,Güneş,Köy Ekmeği,203.53,2,407.06,2024-05-12
Serkan,Doğan,Pastane Kurabiyesi,135.7,10,1357.0,2024-05-24
Zeynep,Aydın,Patatesli Börek,396.35,9,3567.15,2024-06-29
Emine,Koç,Tereyağlı Kurabiye,53.51,6,321.06,2024-07-08
Emine,Arslan,Su Böreği,465.5,3,1396.5,2024-09-18
Selin,Koç,Tam Buğday Ekmeği,303.55,3,910.65,2024-07-05
Fatma,Şahin,Ispanaklı Börek,279.03,7,1953.21,2024-07-02
Fatma,Doğan,Revani,338.88,6,2033.28,2024-01-29
Mehmet,Öztürk,Kuru Pasta,365.48,5,1827.4,2024-03-27
Mehmet,Taş,Baklava,140.16,5,700.8,2024-02-03
Cem,Kara,Açma,218.5,1,218.5,2024-09-01
Fatma,Polat,Patatesli Börek,24.04,8,192.32,2024-01-26
Emine,Polat,Çavdar Ekmeği,234.34,10,2343.4,2024-07-21
Hüseyin,Kara,Açma,477.11,3,1431.33,2024-06-06
Elif,Özkan,Tereyağlı Kurabiye,216.75,3,650.25,2024-03-10
Hasan,Demir,Çikolatalı Pasta,75.7,7,529.9,2024-05-13
Murat,Erdoğan,Ispanaklı Börek,193.84,3,581.52,2024-09-15
Hasan,Yılmaz,Kadayıf,274.61,2,549.22,2024-09-26
Serkan,Erdoğan,Çikolatalı Kurabiye,379.73,6,2278.38,2024-02-01
Ahmet,Özkan,Tam Buğday Ekmeği,327.55,4,1310.2,2024-05-08
Elif,Erdoğan,Çikolatalı Kurabiye,76.37,1,76.37,2024-05-14
Yusuf,Doğan,Tereyağlı Kurabiye,429.91,3,1289.73,2024-02-07
Murat,Erdoğan,Kuru Pasta,391.53,6,2349.18,2024-09-23
Hatice,Çelik,Kıymalı Börek,470.04,4,1880.16,2024-09-01
Onur,Koç,Patatesli Börek,383.54,2,767.08,2024-07-31
Aslı,Kara,Peynirli Börek,382.15,2,764.3,2024-06-08
Aslı,Taş,Şöbiyet,276.39,4,1105.56,2024-02-15
Murat,Erdoğan,Şöbiyet,282.95,1,282.95,2024-09-19
Kemal,Aksoy,Kıymalı Börek,403.27,3,1209.81,2024-06-21
Mehmet,Güneş,Kazandibi,124.53,4,498.12,2024-02-22
Elif,Çelik,Pastane Kurabiyesi,462.64,3,1387.92,2024-03-01
Hasan,Öztürk,Baklava,281.1,10,2811.0,2024-02-19
Onur,Arslan,Revani,440.5,9,3964.5,2024-05-17
Elif,Şahin,Tam Buğday Ekmeği,22.13,3,66.39,2024-02-29
Zeynep,Özkan,Sütlaç,370.6,10,3706.0,2024-06-02
Murat,Doğan,Ispanaklı Börek,32.9,5,164.5,2024-09-29
Fatma,Aksoy,Meyveli Pasta,165.83,3,497.49,2024-07-01
Cem,Aksoy,Peynirli Börek,437.47,2,874.94,2024-02-23
Hatice,Doğan,Çavdar Ekmeği,134.17,5,670.85,2024-04-17
Mehmet,Polat,Patatesli Börek,24.78,8,198.24,2024-05-15
Ayşe,Öztürk,Kıymalı Börek,453.74,6,2722.44,2024-03-09
Selin,Doğan,Baklava,206.1,9,1854.9,2024-08-26
Fatma,Yıldız,Baklava,236.42,6,1418.52,2024-08-05
Rabia,Demir,Revani,16.83,8,134.64,2024-04-11
Ayşe,Koç,Açma,65.66,2,131.32,2024-06-08
Murat,Şahin,Kıymalı Börek,329.04,8,2632.32,2024-03-10
Cem,Tekin,Su Böreği,321.05,2,642.1,2024-08-16
Ayşe,Çelik,Baklava,85.14,1,85.14,2024-01-09
Yusuf,Özkan,Peynirli Börek,241.53,8,1932.24,2024-07-05
Mehmet,Doğan,Açma,63.02,1,63.02,2024-07-18
Ayşe,Tekin,Kadayıf,455.33,9,4097.97,2024-09-12
Hüseyin,Kılıç,Yaş Pasta,59.8,7,418.6,2024-05-19
Ayşe,Erdoğan,Tam Buğday Ekmeği,288.39,6,1730.34,2024-04-14
Ahmet,Aydın,Su Böreği,177.84,9,1600.56,2024-03-14
Onur,Aydın,Ispanaklı Börek,142.82,10,1428.2,2024-08-24
Hatice,Taş,Kazandibi,48.29,8,386.32,2024-03-12
Serkan,Koç,Yaş Pasta,74.09,6,444.54,2024-09-13
Fatma,Koç,Karamelli Pasta,352.92,4,1411.68,2024-03-31
Hasan,Doğan,Meyveli Pasta,383.45,7,2684.15,2024-03-16
Ahmet,Özkan,Sütlaç,75.81,4,303.24,2024-05-04
Hatice,Arslan,Simit,298.14,2,596.28,2024-07-25
Hatice,Yılmaz,Ispanaklı Börek,350.64,8,2805.12,2024-09-06
Hasan,Polat,Patatesli Börek,38.95,7,272.65,2024-01-01
Kemal,Polat,Şöbiyet,92.66,4,370.64,2024-06-16
Murat,Taş,Sütlaç,215.29,1,215.29,2024-06-16
Selin,Çelik,Yaş Pasta,404.83,9,3643.47,2024-09-09
Ahmet,Yılmaz,Yaş Pasta,276.56,10,2765.6,2024-01-18
Murat,Arslan,Sütlaç,380.39,4,1521.56,2024-02-03
Ali,Kara,Yaş Pasta,261.34,5,1306.7,2024-07-06
Ayşe,Arslan,Şöbiyet,170.95,1,170.95,2024-09-14
Rabia,Çelik,Peynirli Börek,250.16,7,1751.12,2024-09-09
Murat,Aydın,Baklava,303.91,5,1519.55,2024-05-21
Ahmet,Koç,Pastane Kurabiyesi,182.42,6,1094.52,2024-09-12
Ahmet,Doğan,Simit,150.2,5,751.0,2024-06-12
Yusuf,Taş,Kadayıf,124.58,1,124.58,2024-06-28
Yusuf,Taş,Meyveli Pasta,246.01,8,1968.08,2024-01-19
Hasan,Doğan,Çikolatalı Kurabiye,166.27,2,332.54,2024-05-24
Murat,Öztürk,Şöbiyet,23.95,5,119.75,2024-03-26
Yusuf,Güneş,Karamelli Pasta,371.29,10,3712.9,2024-01-15
Elif,Taş,Kuru Pasta,440.76,3,1322.28,2024-09-05
Hüseyin,Doğan,Patatesli Börek,78.89,9,710.01,2024-03-31
Hüseyin,Yavuz,Yaş Pasta,70.88,1,70.88,2024-03-21
Rabia,Yılmaz,Simit,463.03,8,3704.24,2024-04-14
Hasan,Koç,Kazandibi,100.54,10,1005.4,2024-04-03
Selin,Yıldız,Açma,372.49,1,372.49,2024-02-01
Ayşe,Taş,Karamelli Pasta,466.11,8,3728.88,2024-09-24
Yusuf,Koç,Yaş Pasta,465.57,6,2793.42,2024-03-05
Cem,Yılmaz,Açma,405.35,10,4053.5,2024-03-14
Fatma,Aksoy,Çavdar Ekmeği,213.43,1,213.43,2024-09-28
Fatma,Tekin,Kıymalı Börek,280.96,10,2809.6,2024-06-28
Ali,Yavuz,Karamelli Pasta,409.77,4,1639.08,2024-03-15
Ayşe,Demir,Açma,197.07,7,1379.49,2024-03-27
Rabia,Öztürk,Şöbiyet,194.92,9,1754.28,2024-04-30
Cem,Çelik,Simit,279.51,9,2515.59,2024-05-29
Onur,Şahin,Sütlaç,393.63,3,1180.89,2024-07-15
Hasan,Yıldız,Kadayıf,77.22,2,154.44,2024-07-01
Kemal,Taş,Şöbiyet,172.87,3,518.61,2024-02-17
Selin,Şahin,Meyveli Pasta,169.5,4,678.0,2024-03-07
Ali,Erdoğan,Pastane Kurabiyesi,419.13,5,2095.65,2024-04-02
Ahmet,Erdoğan,Ispanaklı Börek,321.03,1,321.03,2024-03-03
Hüseyin,Koç,Tam Buğday Ekmeği,334.87,3,1004.61,2024-04-15
Elif,Tekin,Tereyağlı Kurabiye,60.82,10,608.2,2024-05-24
Mehmet,Polat,Şöbiyet,258.99,2,517.98,2024-07-20
Rabia,Yavuz,Poğaça,71.46,4,285.84,2024-05-13
Rabia,Aksoy,Peynirli Börek,497.12,8,3976.96,2024-05-23
Zeynep,Tekin,Açma,309.04,2,618.08,2024-05-15
Fatma,Tekin,Simit,65.78,10,657.8,2024-05-04
Hüseyin,Kılıç,Pastane Kurabiyesi,400.74,7,2805.18,2024-04-17
Zeynep,Doğan,Çikolatalı Pasta,24.85,7,173.95,2024-02-29
Rabia,Öztürk,Yaş Pasta,480.16,2,960.32,2024-09-07
Hüseyin,Yavuz,Sütlaç,36.23,9,326.07,2024-05-17
Kemal,Yıldız,Baklava,389.09,8,3112.72,2024-07-04
Hatice,Güneş,Köy Ekmeği,485.88,4,1943.52,2024-02-26
Rabia,Aksoy,Kuru Pasta,227.97,6,1367.82,2024-09-16
Emine,Taş,Sütlaç,224.87,10,2248.7,2024-02-16
Yusuf,Tekin,Açma,485.54,5,2427.7,2024-06-01
Cem,Öztürk,Patatesli Börek,187.68,6,1126.08,2024-08-20
Hüseyin,Güneş,Kadayıf,206.13,10,2061.3,2024-07-16
Hatice,Demir,Su Böreği,269.57,5,1347.85,2024-03-12
Ayşe,Yavuz,Köy Ekmeği,248.73,7,1741.11,2024-09-24
Elif,Tekin,Kadayıf,134.34,9,1209.06,2024-09-19
Emine,Aksoy,Sarma,354.59,2,709.18,2024-04-11
Elif,Koç,Patatesli Börek,231.77,3,695.31,2024-05-28
Emine,Taş,Kuru Pasta,376.77,5,1883.85,2024-02-13
Selin,Arslan,Meyveli Pasta,193.28,5,966.4,2024-08-02
Ahmet,Taş,Simit,339.79,8,2718.32,2024-05-30
Emine,Yavuz,Kazandibi,371.32,5,1856.6,2024-09-11
Selin,Koç,Sarma,33.0,5,165.0,2024-01-26
Aslı,Erdoğan,Revani,111.89,6,671.34,2024-06-29
Serkan,Yılmaz,Yaş Pasta,125.09,4,500.36,2024-05-04
Hasan,Güneş,Açma,271.19,9,2440.71,2024-05-06
Hasan,Doğan,Şöbiyet,142.24,4,568.96,2024-04-20
Rabia,Yavuz,Peynirli Börek,258.99,10,2589.9,2024-07-17
Hasan,Kılıç,Sütlaç,483.04,9,4347.36,2024-05-13
Zeynep,Doğan,Simit,242.28,4,969.12,2024-06-10
Serkan,Koç,Peynirli Börek,228.47,3,685.41,2024-06-16
Ali,Erdoğan,Sarma,436.45,10,4364.5,2024-05-06
Zeynep,Koç,Baklava,399.71,2,799.42,2024-01-28
Onur,Kılıç,Peynirli Börek,231.82,3,695.46,2024-08-26
Ahmet,Tekin,Baklava,396.39,10,3963.9,2024-05-22
Ahmet,Kılıç,Tereyağlı Kurabiye,485.2,1,485.2,2024-05-17
Aslı,Kılıç,Poğaça,208.03,2,416.06,2024-01-05
Fatma,Özkan,Köy Ekmeği,235.1,5,1175.5,2024-06-05
Fatma,Güneş,Kadayıf,250.72,2,501.44,2024-02-04
Murat,Doğan,Çikolatalı Kurabiye,419.75,5,2098.75,2024-06-17
Emine,Taş,Pastane Kurabiyesi,151.57,8,1212.56,2024-06-24
Hatice,Doğan,Sarma,291.12,6,1746.72,2024-08-27
Zeynep,Erdoğan,Çavdar Ekmeği,181.83,1,181.83,2024-09-14
Fatma,Aksoy,Su Böreği,332.75,5,1663.75,2024-01-18
Kemal,Güneş,Patatesli Börek,166.09,8,1328.72,2024-01-18
Ayşe,Öztürk,Sarma,173.49,2,346.98,2024-08-20
Hasan,Öztürk,Revani,31.35,10,313.5,2024-07-23
Zeynep,Taş,Meyveli Pasta,51.59,6,309.54,2024-04-20
Serkan,Polat,Çikolatalı Kurabiye,68.18,9,613.62,2024-07-05
Zeynep,Demir,Tam Buğday Ekmeği,148.05,1,148.05,2024-04-23
Aslı,Özkan,Meyveli Pasta,403.86,10,4038.6,2024-06-16
Ali,Aydın,Su Böreği,307.77,6,1846.62,2024-08-01
Hüseyin,Doğan,Kazandibi,93.74,8,749.92,2024-08-25
Yusuf,Çelik,Baklava,37.68,7,263.76,2024-03-30
Ahmet,Güneş,Tereyağlı Kurabiye,306.78,4,1227.12,2024-07-11
Aslı,Özkan,Revani,103.21,8,825.68,2024-07-30
Hasan,Aksoy,Şöbiyet,88.42,2,176.84,2024-06-23
Ahmet,Erdoğan,Patatesli Börek,337.98,9,3041.82,2024-06-05
Serkan,Aksoy,Kıymalı Börek,145.28,6,871.68,2024-08-06
Hüseyin,Koç,Köy Ekmeği,147.38,8,1179.04,2024-02-24
Fatma,Demir,Sütlaç,226.16,9,2035.44,2024-09-17
Fatma,Demir,Kazandibi,208.84,10,2088.4,2024-04-29
Kemal,Yılmaz,Köy Ekmeği,324.07,8,2592.56,2024-06-21
Onur,Aydın,Çavdar Ekmeği,178.65,6,1071.9,2024-08-15
Hasan,Yıldız,Pastane Kurabiyesi,296.27,5,1481.35,2024-08-12
Onur,Yılmaz,Pastane Kurabiyesi,152.3,2,304.6,2024-02-22
Fatma,Kara,Sütlaç,243.78,6,1462.68,2024-03-29
Ali,Tekin,Yaş Pasta,51.67,9,465.03,2024-08-11
Ali,Kılıç,Kazandibi,162.7,8,1301.6,2024-09-06
Fatma,Kara,Revani,42.71,10,427.1,2024-08-01
Rabia,Şahin,Açma,21.86,7,153.02,2024-05-30
Zeynep,Aksoy,Sarma,317.62,1,317.62,2024-09-11
Murat,Kılıç,Köy Ekmeği,297.24,7,2080.68,2024-06-21
Kemal,Demir,Çikolatalı Pasta,473.37,3,1420.11,2024-06-06
Mehmet,Taş,Kazandibi,390.66,5,1953.3,2024-07-23
Elif,Aydın,Simit,278.42,10,2784.2,2024-04-07
Hatice,Şahin,Baklava,217.29,1,217.29,2024-07-11
Aslı,Yılmaz,Sarma,454.55,8,3636.4,2024-06-10
Hüseyin,Kara,Revani,89.18,9,802.62,2024-07-30
Emine,Aydın,Meyveli Pasta,421.45,8,3371.6,2024-03-28
Emine,Arslan,Baklava,249.05,1,249.05,2024-05-06
Emine,Öztürk,Pastane Kurabiyesi,248.55,10,2485.5,2024-01-04
Ali,Tekin,Poğaça,474.27,6,2845.62,2024-08-28
Aslı,Yavuz,Patatesli Börek,268.68,5,1343.4,2024-03-26
Murat,Yılmaz,Sütlaç,457.69,6,2746.14,2024-02-19
Cem,Aksoy,Kıymalı Börek,363.14,5,1815.7,2024-06-15
Zeynep,Yavuz,Patatesli Börek,120.99,2,241.98,2024-06-18
Selin,Koç,Açma,315.43,5,1577.15,2024-02-11
Onur,Kılıç,Şöbiyet,295.5,1,295.5,2024-05-07
Rabia,Taş,Çavdar Ekmeği,461.86,7,3233.02,2024-04-10
Ayşe,Öztürk,Patatesli Börek,499.41,2,998.82,2024-08-14
Hasan,Arslan,Sütlaç,46.75,2,93.5,2024-09-18
Mehmet,Doğan,Patatesli Börek,187.94,8,1503.52,2024-04-21
Hüseyin,Demir,Kuru Pasta,214.86,3,644.58,2024-09-16
Murat,Yılmaz,Karamelli Pasta,363.37,3,1090.11,2024-09-01
Hasan,Taş,Kuru Pasta,319.01,7,2233.07,2024-04-22
Yusuf,Aydın,Revani,19.96,4,79.84,2024-04-22
